"","participant","Stim","Valence","Arousal_rate.response","Valence_rate.response","Familiarity_rate.response","Pleasantness_rate.response","Arousal_rate.rt","Valence_rate.rt","Familiarity_rate.rt","Pleasantness_rate.rt"
"1137",18,"88 Keys_rep.wav","Neutral","3.01388888888888",2.49305555555555,5.52083333333333,7,"25.706256374949501",15.3092310830252,11.6587313340278,8.061580000096
"1138",18,"Rain on a Tent_rep.wav","Neutral","5.5138888888888804",3.98611111111111,6.00694444444444,3.98611111111111,"29.000359583995301",13.9893465000204,19.3346396249253,26.0347923750523
"1139",18,"Brandenburg Concerto No. 4 in G Major, BWV 1049_ I. Allegro (Bach)_rep.wav","Positive","5.5138888888888804",5,6.3125,5.51388888888888,"16.257298291893601",9.35888449999038,22.7147173749981,27.7998033749172
"1140",18,"Symphony No. 2 in D Minor, Op. 40, I_ Allegro Ben Articulo (Prokofiev)_rep.wav","Negative","7",1,5,6.49305555555555,"8.2251926250755698",10.2135123339248,13.3611313750734,24.1635574590181
"1141",18,"Night on Bare Mountain (Mussorgsky)_rep.wav","Negative","6.0138888888888804",1.51388888888888,6.49305555555555,6.47916666666666,"22.432094958028699",26.5916050830855,14.1819365420378,17.0712595419026
"1142",18,"Singing Bowls_rep.wav","Neutral","3.4791666666666599",4.22916666666666,5,2.98611111111111,"31.181481791892999",26.6936511669773,21.045447582961,18.9296977079939
"1143",18,"Ice World_rep.wav","Neutral","2.5",3.98611111111111,5.00694444444444,5.5,"34.267895292025003",17.2368851660285,25.232746833004,30.7921386660309
"1144",18,"Dark Forest_rep.wav","Neutral","6.4791666666666599",2.97916666666666,5.5,3.49305555555555,"17.8280993329826",13.9695184169104,11.8041868750005,28.9084931249963
"1145",18,"C Scale down_rep.wav","Neutral","4.0069444444444402",5.47916666666666,7,2.98611111111111,"19.433722250047101",11.990204792004,6.64373416698072,8.62608133303001
"1146",18,"The Pilgrim_rep.wav","Neutral","3",3.5,5.51388888888888,7,"9.4708154579857293",21.4701841670321,15.3711710419738,11.4780094579327
"1147",18,"Healing Water_rep.wav","Neutral","2.4791666666666599",4.98611111111111,7,5.98611111111111,"15.503329957951699",21.1949100421043,24.8987658750265,8.09625812503509
"1148",18,"Unter Donner und Blitz (Thunder and lightning Polka) (Strauss)_rep.wav","Positive","6.0138888888888804",7,6.52777777777777,4.97916666666666,"31.7671217080205",15.3449658750323,21.3479100000113,22.8951784999808
"1149",18,"Car Interior_rep.wav","Neutral","3.9861111111111098",3.98611111111111,7,5,"21.180021041072902",15.1111957500688,9.21278087503742,12.6162572499597
"1150",18,"Divertimento in D Major, K. 251_ V. Allegro assai (Mozart)_rep.wav","Positive","5",7,6,5.98611111111111,"24.023402541992201",7.65503895794972,13.5493044999893,16.4951135000446
"1151",18,"Piano Sonata No. 14 in C-Sharp Minor, “Moonlight Sonata”_ 1. Adagio Sostenuto (Beethoven)_rep.wav","Negative","3.4791666666666599",1,7,7,"40.615991499973397",6.64939400006551,8.23637733305804,9.49407366605009
"1152",18,"Dear Zigeunerbaron (The Gypsy Baron), Act III_ March (Strauss)_rep.wav","Positive","5.5138888888888804",7,6,5.70833333333333,"14.975272792042199",8.80965412501245,7.44665525003802,22.3172974170884
"1153",18,"Suburb_rep.wav","Neutral","5",4.39583333333333,7,3.98611111111111,"23.959490459063002",20.2031996670411,8.29028854204807,16.4937210410134
"1154",18,"The Barber of Seville- Figaro’s Aria (Rossini)_rep.wav","Positive","5.5138888888888804",7,6.01388888888888,6.00694444444444,"18.924749042023901",14.6284730830229,10.4136446249904,7.77966466697398
"1155",18,"Piano Chords_rep.wav","Neutral","4.5208333333333304",5.52083333333333,4.98611111111111,5,"28.985124416067201",26.1286522499285,20.9803544590249,23.3212242909939
"1156",18,"Symphony No. 10 in E Minor, Op. 93_ Allegro (Shostakovich)_rep.wav","Negative","7",1.5,6.00694444444444,5.98611111111111,"15.416751874959999",12.6789542080368,9.42426775000058,19.5555747499456
"1157",19,"Car Interior_rep.wav","Neutral","2.9765625",3.015625,6.96875,1,"13.1175148490001",18.0531040629994,22.2725838599999,28.3144174589997
"1158",19,"Night Commute_rep.wav","Neutral","2.015625",3.9921875,1,1,"24.2065637520008",18.9550619330002,9.84751085099924,31.1097053579997
"1159",19,"Dark Forest_rep.wav","Neutral","3.03125",4.984375,6,4,"24.002755972000099",13.9097540619986,9.16963549300089,18.6633349130006
"1160",19,"Duduk Song_rep.wav","Neutral","5.0625",2.0078125,1.96875,1,"14.117858823999899",20.9976359379998,24.9943134860004,28.1768227119991
"1161",19,"Chromatic scale down_rep.wav","Neutral","1",3.984375,6.015625,1,"24.713447997999499",23.0301175099994,14.622871558,19.1620136799992
"1162",19,"Suite for Strings “Le Grand Cahier”- X. L’Incendie (Litvinovsky)_rep.wav","Negative","1",2.984375,1.9921875,1,"21.178419607000201",32.1509897300002,13.9925780410012,36.0595254470008
"1163",19,"Concerto for Strings in D Major, RV 121_ I. Allegro Molto (Vivaldi)_rep.wav","Positive","1.9765625",5.9921875,2.9609375,1.96875,"18.854156649000199",8.36127970599955,15.0417216980004,23.6404071350007
"1164",19,"White Noise Co_rep.wav","Neutral","1",4.03125,6.9765625,1.02343749999999,"19.8938472609988",16.3507282030004,11.847105535,13.8466872669996
"1165",19,"Unter Donner und Blitz (Thunder and lightning Polka) (Strauss)_rep.wav","Positive","4.0078125",7,6.984375,2.9921875,"23.743485901999499",13.2459873209991,8.20732039699942,27.8758522080006
"1166",19,"Singing Bowls_rep.wav","Neutral","1.99999999999999",4.9921875,1,4.0078125,"17.648173675999701",22.5805988650008,9.22658430600131,26.3930494979995
"1167",19,"String Quartet No. 2, I- Allegro Rustico (Ginastera)_rep.wav","Negative","5",2.015625,1.0078125,1.99999999999999,"19.9360908859998",9.9594711009995,12.6264656399998,15.9834967410006
"1168",19,"Radetzky March, Op. 228 (Strauss)_rep.wav","Positive","3.9765625",5.578125,7,2.9296875,"33.560197112001298",28.4227090299991,8.53020250599911,11.3587556220009
"1169",19,"Ice World_rep.wav","Neutral","1.49218749999999",4.9921875,1,2.5078125,"21.825020913000099",13.4186927600003,9.60473206099959,27.0435641809999
"1170",19,"Sonata for Violin and Piano in D Major, KV 7 (Mozart)_rep.wav","Positive","3.9921875",7,1,5.0078125,"17.144583268000101",11.1602826269991,8.79938019200017,25.4149720200002
"1171",19,"Night on Bare Mountain (Mussorgsky)_rep.wav","Negative","4.9609375",1.9921875,1,3,"17.7359781799987",23.0880268459986,9.73766933999832,29.2729204979987
"1172",19,"C Scale down_rep.wav","Neutral","1.9765625",3.96875,6.046875,1.9765625,"27.451605898999301",21.2506697509998,17.9516432319996,30.0973803020006
"1173",19,"The Pilgrim_rep.wav","Neutral","1.984375",4.984375,1.0078125,5.9921875,"15.842788177000299",13.5476552689997,8.728964584001,18.9298475129999
"1174",19,"Sinfonia in G Major, RV 149- I. Allegro Molto (Vivaldi)_rep.wav","Positive","3.9765625",6.9765625,2.984375,3.96875,"22.9017454439999",11.8638433040014,9.03603393799858,27.836788681001
"1175",19,"Swan Lake_ Spanish Dance (Tchaikovsky)_rep.wav","Positive","3.96875",6.9921875,1.96093749999999,3.984375,"22.259466967001501",9.09359958800087,15.0514020440004,29.045451467
"1176",19,"Piano Quintet in B Minor, IV_ Temo con Variazioni (Sviridov)_rep.wav","Negative","6",1,1,1,"26.707858034000299",21.6204357089991,14.2001049070004,18.7966124290014
"1177",19,"Divertimento in D Major, K. 251_ V. Allegro assai (Mozart)_rep.wav","Positive","3.9765625",6.0078125,3.984375,4.984375,"29.669379344999399",24.072678722001,14.1969348470011,20.483910809
"1178",19,"Fireplace_rep.wav","Neutral","1.99999999999999",3.4921875,7,1.9765625,"23.6749195520005",16.7719238530007,7.76523980799902,12.0219800020004
"1179",19,"Fan Noise_rep.wav","Neutral","2.984375",1.96093749999999,7,1,"15.379140670998799",20.3798403199998,7.73883356199985,10.3603020650007
"1180",19,"Brandenburg Concerto No. 4 in G Major, BWV 1049_ I. Allegro (Bach)_rep.wav","Positive","4.5546875",5.46875,1,5.015625,"24.901887841000601",9.39564386299935,14.475772071999,17.4065300769998
"1181",19,"Tape Hiss_rep.wav","Neutral","1",3.96875,7,1,"22.760659793999299",14.7537141779994,7.17726595199928,19.570831596
"1182",19,"String Quartet No. 2, V- Furioso (Ginastera)_rep.wav","Negative","6.0078125",1.984375,1,1.03125,"15.616769141999599",8.67860877299972,10.8682915299996,12.8952079860009
"1183",19,"Railroad_rep.wav","Neutral","1",4,7,2.4765625,"19.040362244000701",10.95915237,8.50269361199934,15.8047208820007
"1184",19,"C Scale up_rep.wav","Neutral","1.48437499999999",3.9921875,7,1,"17.705078663999299",14.4580001279991,12.4077054599983,20.7051513250007
"1185",19,"Church Sonata in C Major, KV. 328 on period instruments (Mozart)_rep.wav","Positive","5.46875",7,1.984375,4.453125,"20.007837813998702",8.97735076900062,12.8275478399991,27.9205844309999
"1186",19,"Dear Zigeunerbaron (The Gypsy Baron), Act III_ March (Strauss)_rep.wav","Positive","5.015625",7,1.0078125,1.0078125,"18.502242628999699",25.8612662930008,21.2345682319992,22.525224283001
"1187",19,"The Four Seasons, Concerto No. 2 in G Minor, RV 315 “Summer”- III. Presto (Vivaldi)_rep.wav","Negative","6.5078125",1.99999999999999,7,5.0078125,"17.354086350000198",12.1308491740001,7.47098054200068,30.3561035109996
"1188",19,"Two Pieces for String Octet Op. 11, II_ Scherzo (Shostakovich)_rep.wav","Negative","7",1,1,2.4921875,"22.0704672339998",11.7199403649992,7.70478318799905,31.9982816890005
"1189",19,"Random 2 Note Chords_rep.wav","Neutral","1",4.015625,1,1.01562499999999,"14.249185907999999",12.30653007,10.2030097160004,16.7556114150011
"1190",19,"Symphony No. 2 in D Minor, Op. 40, I_ Allegro Ben Articulo (Prokofiev)_rep.wav","Negative","7",1,1,1,"8.4564021559999603",11.2139152549989,13.1243269529986,16.2449333519998
"1191",19,"Piano Sonata No. 11 in A Major, K. 331_ III. Alla turca (Mozart)_rep.wav","Positive","5.0234375",5.9765625,5.0078125,4.0078125,"22.065465636000201",24.7281741259994,11.1267594060009,29.0194049889996
"1192",19,"String Quartet No. 4, V_ Allegro Molto (Bartok)_rep.wav","Negative","6.984375",1.5390625,1,1.0078125,"13.9018083259998",25.4131507519996,18.9914369979997,21.3503089160003
"1193",19,"String Quartet No. 8 in C Minor II (Shostakovich)_rep.wav","Negative","5.4921875",1.9765625,1,1.49218749999999,"17.764641292000299",25.2026841540009,27.6581064849997,32.6638010580009
"1194",19,"Suite for Strings “Le Grand Cahier”- II. Les Alertes (Litvinovsky)_rep.wav","Negative","7",1.515625,1.01562499999999,1.9765625,"7.6239308509993799",17.8289324600009,23.9569903240008,26.41924526
"1195",19,"Suite Gothique Pour Grande Orgue, Op. 25- IV. Toccata (Boëllman)_rep.wav","Negative","4.015625",2.5234375,1.02343749999999,1.01562499999999,"26.774159880998901",21.5052308039994,17.2982939510002,6.95451214700005
"1196",19,"The Barber of Seville- Figaro’s Aria (Rossini)_rep.wav","Positive","5.5078125",5.5703125,1.99999999999999,2.484375,"21.7178129750009",16.1449131810004,28.8100434810003,27.3196585669993
"1197",19,"Piano Sonata No. 14 in C-Sharp Minor, “Moonlight Sonata”_ 1. Adagio Sostenuto (Beethoven)_rep.wav","Negative","5.984375",2.453125,6.9921875,4,"26.922521434000299",14.5050323340001,6.70968945099957,8.7208134020002
"1198",19,"Rain on a Tent_rep.wav","Neutral","3.0078125",3.9453125,1.984375,1,"22.172507461000301",16.4268710579999,10.6546752760004,14.9377584630001
"1199",19,"Night Blue_rep.wav","Neutral","4",2.96875,1,1,"18.3055896429996",15.6085089529988,8.76680596900041,23.2431533409999
"1200",19,"Symphony No. 10 in E Minor, Op. 93_ Allegro (Shostakovich)_rep.wav","Negative","4.03125",2.9921875,1,1,"21.962755521999402",18.9413794339998,8.32227645500097,25.3200994199996
"1201",19,"88 Keys_rep.wav","Neutral","3.484375",3.5,1,5.015625,"24.6179014070003",17.2687561399998,10.5840174559998,13.7818703299999
"1202",19,"Suburb_rep.wav","Neutral","1.48437499999999",5.0078125,4,4.984375,"25.229067763999399",18.0160957700009,11.4501425769994,15.6046878159995
"1203",19,"Concerto Grosso No. 1, II_ Toccata (Schnittke)_rep.wav","Negative","5",2.0078125,1.9921875,1,"24.865025020999301",26.8196386180006,15.1931786720015,11.3783789990011
"1204",19,"Chaconne in G Minor (Vitali)_rep.wav","Negative","6.984375",1.9765625,6,5.5,"18.292301416000502",15.6585148949998,10.6525055589991,29.1865869110006
"1205",19,"Chromatic scale up_rep.wav","Neutral","1",3.9765625,2.484375,1,"23.075857053998298",19.9613652690004,15.7969805619995,25.2956129060003
"1206",19,"Le Nozze do Figaro_ Non Piu Andrai, Farfallone Amoroso (Mozart)_rep.wav","Positive","3.9921875",6.015625,1,3.015625,"21.869097335000301",9.775756301,13.9789064199994,15.9179152930009
"1207",19,"The Four Seasons_ Concerto No. 1 in E Major, FV 269 “Spring”_ I. Allegro (Vivaldi)_rep.wav","Positive","2.9609375",6.0234375,6.9921875,4.453125,"23.314418322001",15.6703030510016,7.05547314199975,12.0417146220006
"1208",19,"Symphony No. 33 in B flat, K. 319- 4. Finale Allegro assai (Mozart)_rep.wav","Positive","3.9921875",6.0078125,1.9921875,3.0078125,"22.0364132329996",9.89655797100022,16.3363222650004,18.0370291849994
"1209",19,"La Finta Giardiniera, K. 196_ Ouverture. Allegro Molto (Mozart)_rep.wav","Positive","4.0078125",5.5234375,1,3.015625,"16.123068401999198",13.6582402889998,10.8523327029997,18.3110424429996
"1210",19,"String Concerto in B-Flat-Minor, RV 164_ I. Allegro (Vivaldi)_rep.wav","Positive","3.546875",6.0078125,1,3.0234375,"23.871249674999401",20.474050413999,14.7211375280003,17.8509507219987
"1211",19,"Nutcracker Suite, Op. 71a- No. 2c, Russian Dance Trépak (Tchaikovsky)_rep.wav","Positive","6.578125",6.953125,6.9921875,2.9921875,"17.636383579001599",12.8485200809991,6.86193381500015,10.8836018459987
"1212",19,"Violin Concerto Op. 77, II_ Scherzo (Shostakovich)_rep.wav","Negative","6.015625",2.9921875,1,1,"17.335670152000599",14.6171068260009,7.46825598099894,9.69380089100013
"1213",19,"String Quartet No. 1, I- Allegro Violento Ed Agitato (Ginastera)_rep.wav","Negative","6.015625",3.0078125,1.0078125,4.46875,"21.163512043000001",17.9986317880011,12.8624129990002,16.1427453989999
"1214",19,"Symphony No. 6 in F Major, Op. 68 “Pastoral”; IV. Thunder Storm (Beethoven)_rep.wav","Negative","6.9921875",1.4296875,1,2.015625,"16.346505585999601",21.6950633300002,13.2144362550006,18.8324438539984
"1215",19,"Suite Bergamasque, L. 75_ No. 3 Claire de Lune (Debussy)_rep.wav","Negative","3.0078125",3.4765625,7,6.0078125,"30.9954854070001",15.6438363380002,7.08244729200123,9.28765538999869
"1216",19,"String Quartet No. 7, III_ Allegro (Shostakovich)_rep.wav","Negative","5.5",1.9765625,1,1,"21.505787505000601",13.6987647770001,7.86667323699839,9.96044641600019
"1217",19,"Eine Kleine Nachtmusik in G Major, K. 525_ I. Allegro (Mozart)_rep.wav","Positive","3.9921875",5.4921875,7,3.4609375,"24.034718073999102",17.9446897680009,8.39728840200041,11.6845555929994
"1218",19,"Piano Chords_rep.wav","Neutral","1.4765625",3.6484375,1,1,"22.288673086999498",20.0822013209999,13.8203574340004,25.9737466269998
"1219",19,"Aircraft Cabin_rep.wav","Neutral","1",4,1,1,"13.640423716999001",12.061195319,9.20761371200023,10.5079668239995
"1220",19,"Annen Polka_ Op. 117 (Strauss)_rep.wav","Positive","3.5390625",5.453125,1,3.0078125,"19.877651319999099",17.6716779630005,11.313112370999,14.9492967039986
"1221",19,"Primeval Forest_rep.wav","Neutral","1.5078125",4.96875,6.0234375,5,"16.940159546000299",13.0399145840001,7.68331892099922,9.64480878600079
"1222",19,"Random Notes_rep.wav","Neutral","1",3.953125,1,1,"17.449708963000301",10.4359512480004,8.19681147800111,15.2674420840012
"1223",19,"Tritsch-Tratsch (Chit-Chat) Polka_ Op 214 (Strauss)_rep.wav","Positive","5",6,2.4921875,1.984375,"24.4758927980001",22.9246363149995,19.5043954089997,10.5207431459984
"1224",19,"Healing Water_rep.wav","Neutral","1.5",4.5234375,5.0390625,4.984375,"17.1325313630004",13.6784133140008,7.05978808500003,10.8052156240009
"1225",20,"Piano Sonata No. 14 in C-Sharp Minor, “Moonlight Sonata”_ 1. Adagio Sostenuto (Beethoven)_rep.wav","Negative","4.04296875",5.0078125,3.9921875,5.015625,"25.9595643409993",29.8516173540001,20.1696754370004,32.5933548729999
"1226",20,"Random 2 Note Chords_rep.wav","Neutral","1",3.00390625,3.0546875,3.00390625,"15.491282906000301",27.1307288070001,28.1342364780002,31.2741522200003
"1227",20,"Night Commute_rep.wav","Neutral","1.9921875",4.9921875,3.984375,4.97265625,"24.948543038",15.5716410550003,18.1145799400001,20.9096026930001
"1228",20,"Car Interior_rep.wav","Neutral","4.98046875",4.98828125,5.0078125,6.00390625,"12.3161500300002",16.4020810909996,19.7336458320005,21.6565448380006
"1229",20,"Divertimento in D Major, K. 251_ V. Allegro assai (Mozart)_rep.wav","Positive","2.97265625",2.97265625,4.00390625,2.95703125,"13.502771206",25.0633690109998,21.3050583410004,23.2671537749993
"1230",20,"Swan Lake_ Spanish Dance (Tchaikovsky)_rep.wav","Positive","3.984375",3.9609375,3.984375,3.984375,"15.655997120000301",19.6039176470003,20.9489897550001,23.0990116559996
"1231",20,"Chromatic scale up_rep.wav","Neutral","2.0078125",1.99999999999999,3.984375,1.99999999999999,"18.2180123939997",19.7170030000006,22.6141077769998,24.3494602269993
"1232",20,"Nutcracker Suite, Op. 71a- No. 2c, Russian Dance Trépak (Tchaikovsky)_rep.wav","Positive","3.984375",2.99609375,4,3.015625,"10.4210303339996",15.5195899489999,17.677560391,19.3621681450003
"1233",20,"The Barber of Seville- Figaro’s Aria (Rossini)_rep.wav","Positive","3.9921875",1.984375,2.98828125,2.99609375,"18.710384844000099",22.4128364719999,26.0942924609998,29.4530394479998
"1234",20,"La Finta Giardiniera, K. 196_ Ouverture. Allegro Molto (Mozart)_rep.wav","Positive","2.98828125",3.00390625,4.00390625,3.00390625,"17.921701959000501",22.3063211989992,25.590444028,27.9196554669997
"1235",20,"Brandenburg Concerto No. 4 in G Major, BWV 1049_ I. Allegro (Bach)_rep.wav","Positive","4.98046875",4.9921875,5.015625,5.98828125,"9.2092645680004299",10.9593220249998,13.1063283289995,15.3381799459994
"1236",20,"Suburb_rep.wav","Neutral","3.9921875",4.01953125,4.00390625,4.03515625,"12.8580679790002",15.5105090160004,18.0428660410007,19.7963823580003
"1237",20,"Duduk Song_rep.wav","Neutral","5",5.98828125,5.0390625,5.99609375,"14.8401226179994",16.4758797579997,18.1324705019997,21.4181446940001
"1238",20,"Suite for Strings “Le Grand Cahier”- X. L’Incendie (Litvinovsky)_rep.wav","Negative","4.00390625",2.99609375,3.0078125,2.96484375,"21.435681982999899",17.588960432,24.1415832640004,25.6853025200007
"1239",20,"Rain on a Tent_rep.wav","Neutral","2.97265625",2.97265625,3.9765625,3.015625,"11.060344511999499",15.0033132970002,16.5444877189993,18.0704137249995
"1240",20,"Concerto for Strings in D Major, RV 121_ I. Allegro Molto (Vivaldi)_rep.wav","Positive","5",5,4.01953125,6.01953125,"24.764448896999902",27.3645032739996,29.9992922049996,31.6730825449994
"1241",20,"Symphony No. 2 in D Minor, Op. 40, I_ Allegro Ben Articulo (Prokofiev)_rep.wav","Negative","4.9921875",1.99999999999999,4,2.01953124999999,"15.8035791849997",17.7461136930005,19.407424813,22.6079611390005
"1242",20,"Piano Chords_rep.wav","Neutral","6.00390625",5.98046875,5.0234375,4.98828125,"13.9082268749998",17.0740967880001,18.7970158730004,20.5439826740002
"1243",20,"Fireplace_rep.wav","Neutral","5.9765625",6.01171875,6.0390625,6.0625,"12.1172062040004",15.7546315670006,18.3395230999994,19.845052736
"1244",20,"Aircraft Cabin_rep.wav","Neutral","4.98828125",2.98046875,4,2.97265625,"13.240416473000501",14.4305279959999,16.7523974579999,18.0543216489995
"1245",20,"Railroad_rep.wav","Neutral","5",5,5.015625,5.98828125,"12.0567545530002",15.3850399399998,17.0042484040004,18.9851780019998
"1246",20,"Singing Bowls_rep.wav","Neutral","4.98828125",5,5,5.0234375,"17.9289275689998",22.9904051630001,26.6182241879996,29.2191274739998
"1247",20,"String Quartet No. 2, V- Furioso (Ginastera)_rep.wav","Negative","5.99609375",2.98828125,1.99999999999999,2.01953124999999,"14.0469577719995",18.8382102780005,22.25014155,24.1750015839998
"1248",20,"Dark Forest_rep.wav","Neutral","6.01171875",6.02734375,5.96875,5.953125,"8.5205828699999895",12.0059191070004,13.9435610720001,15.2331606299994
"1249",20,"String Concerto in B-Flat-Minor, RV 164_ I. Allegro (Vivaldi)_rep.wav","Positive","6.01171875",6.02734375,4,5.9765625,"15.9083167489998",17.5790843569993,20.3456554029999,22.3459978719993
"1250",20,"Ice World_rep.wav","Neutral","5.015625",5.0234375,4.01953125,5.9765625,"13.074492550000199",18.7184772919999,20.3293274719999,22.3101193869997
"1251",20,"Symphony No. 33 in B flat, K. 319- 4. Finale Allegro assai (Mozart)_rep.wav","Positive","5",6.00390625,3.984375,6.03125,"15.430063091999701",17.9581068309998,19.720607663,21.9759903969998
"1252",20,"Symphony No. 10 in E Minor, Op. 93_ Allegro (Shostakovich)_rep.wav","Negative","4.9921875",2.99609375,2.96484375,2.99609375,"8.3278384540008101",11.0022167879997,13.1102153950005,15.0470352419997
"1253",20,"Concerto Grosso No. 1, II_ Toccata (Schnittke)_rep.wav","Negative","5.98828125",1.94921875,1.984375,1.9921875,"7.6028820440005802",9.14593058399987,11.6142404199999,13.0393255160006
"1254",20,"Night on Bare Mountain (Mussorgsky)_rep.wav","Negative","5.9765625",2.96484375,4.00390625,1.96875,"10.4056617200003",11.7865963240001,13.4454763180001,16.4979960250002
"1255",20,"Unter Donner und Blitz (Thunder and lightning Polka) (Strauss)_rep.wav","Positive","4.98828125",3.0078125,2.99609375,2.015625,"21.917986780999801",23.3531625040004,25.5234542850002,27.6615152560007
"1256",20,"Chaconne in G Minor (Vitali)_rep.wav","Negative","5.9609375",1.984375,2.05078125,5.04296875,"9.9964140439997191",16.5372977609995,18.7063114659995,20.2341197479991
"1257",20,"Chromatic scale down_rep.wav","Neutral","4.9921875",2.95703125,3.9921875,1.99999999999999,"22.731840057999701",24.273420036,25.9678171219993,27.2556000349995
"1258",20,"Tape Hiss_rep.wav","Neutral","6.01171875",1.96875,5,1.99999999999999,"7.4761890630006702",10.1833623209995,13.364778266,15.0713317110003
"1259",20,"Annen Polka_ Op. 117 (Strauss)_rep.wav","Positive","5.0078125",5.04296875,4.02734375,3.984375,"10.331667065000101",12.9753262240001,16.2151204020001,18.0151772890003
"1260",20,"Dear Zigeunerbaron (The Gypsy Baron), Act III_ March (Strauss)_rep.wav","Positive","5.9765625",2.98828125,3.00390625,1.96875,"9.9995919519997098",12.7953293760001,14.6232955959994,16.0829145409998
"1261",20,"Sonata for Violin and Piano in D Major, KV 7 (Mozart)_rep.wav","Positive","6.00390625",4.97265625,3.00390625,4.97265625,"8.2637172619997692",12.1178057730003,13.6612252389995,15.1349504460004
"1262",20,"String Quartet No. 4, V_ Allegro Molto (Bartok)_rep.wav","Negative","6.03125",1.99999999999999,4.01171875,3.0078125,"8.3908775210002204",10.5555205139999,12.0749587009995,15.3959285270002
"1263",20,"Suite for Strings “Le Grand Cahier”- II. Les Alertes (Litvinovsky)_rep.wav","Negative","5.0234375",1.96484374999999,3.015625,1.96875,"16.792715149000198",19.7165233510004,22.3529453420005,23.9337273860001
"1264",20,"Symphony No. 6 in F Major, Op. 68 “Pastoral”; IV. Thunder Storm (Beethoven)_rep.wav","Negative","5.98046875",2.02734375,4.03515625,1.9765625,"19.872723864000299",21.8205703769999,23.7561106989996,27.8023014519994
"1265",20,"Random Notes_rep.wav","Neutral","5.0078125",1.95703125,1.9765625,1.96875,"12.9293962540004",14.238081333,16.0612353460001,17.1159248920002
"1266",20,"C Scale up_rep.wav","Neutral","5.0390625",5,4.98828125,4,"15.008055565999699",19.0000056529997,23.4533166330002,25.3102175940002
"1267",20,"Fan Noise_rep.wav","Neutral","6.01171875",2.0078125,5.0234375,1.984375,"9.1616409259995599",11.105517465,13.4260739219998,14.8901755340002
"1268",20,"String Quartet No. 2, I- Allegro Rustico (Ginastera)_rep.wav","Negative","5",4,2.98828125,3.9921875,"20.7450036669997",22.3539906730002,24.4518649769997,26.8619246530006
"1269",20,"Tritsch-Tratsch (Chit-Chat) Polka_ Op 214 (Strauss)_rep.wav","Positive","6.00390625",5.0078125,4.01171875,4.9921875,"11.3146968239998",12.9776199850002,14.610459466,15.7457417750001
"1270",20,"The Four Seasons, Concerto No. 2 in G Minor, RV 315 “Summer”- III. Presto (Vivaldi)_rep.wav","Negative","5.98828125",5.0390625,3.96875,4.05078125,"19.617472409999198",21.2189024010003,22.5686822510006,24.037737433
"1271",20,"String Quartet No. 7, III_ Allegro (Shostakovich)_rep.wav","Negative","5.03125",2.98046875,3.00390625,3.0078125,"16.416879360000099",18.4596334800007,20.771167195,22.5181306580007
"1272",20,"Healing Water_rep.wav","Neutral","5.05078125",2.98046875,4.00390625,3.0625,"11.0675565860001",14.7628584570002,16.5577011949999,17.8100617939999
"1273",20,"Church Sonata in C Major, KV. 328 on period instruments (Mozart)_rep.wav","Positive","5.98828125",5.0234375,3.984375,5.99609375,"8.6989651320000103",10.4045576139997,12.0664783619995,15.3486319370003
"1274",20,"Eine Kleine Nachtmusik in G Major, K. 525_ I. Allegro (Mozart)_rep.wav","Positive","5.99609375",6.02734375,7,5.99609375,"8.7786469510001499",10.0070546239994,11.555583888,12.7068757180004
"1275",20,"The Pilgrim_rep.wav","Neutral","6.01171875",5.99609375,3.94140625,5.98828125,"12.8615175949998",14.6054006490003,16.6834122940008,18.1460644890003
"1276",20,"Sinfonia in G Major, RV 149- I. Allegro Molto (Vivaldi)_rep.wav","Positive","5.015625",4.01171875,3.9921875,4.97265625,"12.811772181999901",16.3416856949997,17.9572821299998,19.8879740269994
"1277",20,"String Quartet No. 1, I- Allegro Violento Ed Agitato (Ginastera)_rep.wav","Negative","5",4.9921875,2.98046875,3.984375,"12.5536115670001",20.3313149900004,22.0235808739998,24.004281339
"1278",20,"88 Keys_rep.wav","Neutral","5.98828125",6.01953125,5.0234375,6.01953125,"17.887578617000099",19.2017266550001,21.6872466250006,23.9000199109996
"1279",20,"Le Nozze do Figaro_ Non Piu Andrai, Farfallone Amoroso (Mozart)_rep.wav","Positive","5",5.0078125,2.9375,4.9921875,"15.9286974730002",17.3342511089995,19.4312459210004,21.5233948009999
"1280",20,"Piano Sonata No. 11 in A Major, K. 331_ III. Alla turca (Mozart)_rep.wav","Positive","6.01171875",6.984375,6.9765625,6.0390625,"7.6442164019999801",23.8859470749994,10.5324521729999,11.8736511419992
"1281",20,"String Quartet No. 8 in C Minor II (Shostakovich)_rep.wav","Negative","5",2.97265625,2.953125,3.0390625,"13.0177440750003",17.2040181619995,18.5143592849999,21.5119643549996
"1282",20,"Two Pieces for String Octet Op. 11, II_ Scherzo (Shostakovich)_rep.wav","Negative","5.0390625",2.03515625,4.00390625,1.96875,"14.268535264999599",16.6087258050001,18.7478991070001,20.3902416190003
"1283",20,"White Noise Co_rep.wav","Neutral","6.01953125",1.9921875,4,1.984375,"7.0917754849997401",11.3053303509996,12.65654188,13.9442291509994
"1284",20,"Primeval Forest_rep.wav","Neutral","5.96875",5.99609375,6.046875,5.9609375,"8.6092519440007802",10.3022783140004,12.0674683789993,13.1204631380005
